transcript_id,relative_path,transcript_path,company_slug,company_name,ticker,company_key,call_date,fiscal_year,fiscal_period,file_name,qa_detected,sentence_count,token_count,avg_sentence_length,long_word_share,complexity_score,numeric_token_share,overall_positive_density,overall_negative_density,overall_net_tone,overall_token_count,prepared_positive_density,prepared_negative_density,prepared_net_tone,prepared_token_count,qa_positive_density,qa_negative_density,qa_net_tone,qa_token_count,management_qa_positive_density,management_qa_negative_density,management_qa_net_tone,management_qa_token_count,analyst_question_positive_density,analyst_question_negative_density,analyst_question_net_tone,analyst_question_token_count,demand_positive_density,demand_negative_density,demand_net,pricing_positive_density,pricing_negative_density,pricing_power_net,capex_positive_density,capex_negative_density,capex_net,supply_chain_pressure_density,labor_pressure_density,automation_density,uncertainty_density,risk_density,macro_risk_density,guidance_raised,guidance_lowered,guidance_net,qna_reality_gap,analyst_management_gap,growth_signal,margin_signal,credibility_signal,composite_signal,call_date_dt,overall_net_tone_qoq_change,overall_net_tone_yoy_change,overall_net_tone_rolling_z8,overall_net_tone_rolling_mean4,prepared_net_tone_qoq_change,prepared_net_tone_yoy_change,prepared_net_tone_rolling_z8,prepared_net_tone_rolling_mean4,management_qa_net_tone_qoq_change,management_qa_net_tone_yoy_change,management_qa_net_tone_rolling_z8,management_qa_net_tone_rolling_mean4,analyst_question_net_tone_qoq_change,analyst_question_net_tone_yoy_change,analyst_question_net_tone_rolling_z8,analyst_question_net_tone_rolling_mean4,demand_net_qoq_change,demand_net_yoy_change,demand_net_rolling_z8,demand_net_rolling_mean4,pricing_power_net_qoq_change,pricing_power_net_yoy_change,pricing_power_net_rolling_z8,pricing_power_net_rolling_mean4,capex_net_qoq_change,capex_net_yoy_change,capex_net_rolling_z8,capex_net_rolling_mean4,supply_chain_pressure_density_qoq_change,supply_chain_pressure_density_yoy_change,supply_chain_pressure_density_rolling_z8,supply_chain_pressure_density_rolling_mean4,labor_pressure_density_qoq_change,labor_pressure_density_yoy_change,labor_pressure_density_rolling_z8,labor_pressure_density_rolling_mean4,automation_density_qoq_change,automation_density_yoy_change,automation_density_rolling_z8,automation_density_rolling_mean4,uncertainty_density_qoq_change,uncertainty_density_yoy_change,uncertainty_density_rolling_z8,uncertainty_density_rolling_mean4,macro_risk_density_qoq_change,macro_risk_density_yoy_change,macro_risk_density_rolling_z8,macro_risk_density_rolling_mean4,growth_signal_qoq_change,growth_signal_yoy_change,growth_signal_rolling_z8,growth_signal_rolling_mean4,margin_signal_qoq_change,margin_signal_yoy_change,margin_signal_rolling_z8,margin_signal_rolling_mean4,credibility_signal_qoq_change,credibility_signal_yoy_change,credibility_signal_rolling_z8,credibility_signal_rolling_mean4,composite_signal_qoq_change,composite_signal_yoy_change,composite_signal_rolling_z8,composite_signal_rolling_mean4
1stdibs-com-inc\2022\Q2\DIBS_2022-08-10_Q2,1stdibs-com-inc\2022\Q2\DIBS_2022-08-10_Q2.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1stdibs-com-inc\2022\Q2\DIBS_2022-08-10_Q2.txt,1stdibs-com-inc,1Stdibs Com Inc,DIBS,DIBS,2022-08-10,2022,Q2,DIBS_2022-08-10_Q2.txt,1,373,5734,15.372654155495978,0.17116630669546437,2.631280435902929,0.019532612486920127,0.016044645971398673,0.004011161492849668,0.012033484478549007,5734,0.021653543307086614,0.00557742782152231,0.016076115485564306,3048,0.00967982129560685,0.0022338049143708115,0.007446016381236039,2686,0.011207335710646969,0.0020376974019358125,0.009169638308711156,1963,0.005594405594405594,0.002797202797202797,0.002797202797202797,715,0.0,0.0,0.0,0.00017439832577607255,0.0,0.00017439832577607255,0.0003487966515521451,0.0,0.0003487966515521451,0.0,0.0,0.0,0.0006975933031042902,0.0010463899546564353,0.0,0,1,-1,-0.00690647717685315,0.006372435511508359,0.012382281130101152,0.00017439832577607255,-0.0012316349684490806,0.011325044487428144,2022-08-10,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
1stdibs\2024\Q4\DIBS_2025-12-11_Q4,1stdibs\2024\Q4\DIBS_2025-12-11_Q4.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1stdibs\2024\Q4\DIBS_2025-12-11_Q4.txt,1stdibs,1Stdibs,DIBS,DIBS,2025-12-11,2024,Q4,DIBS_2025-12-11_Q4.txt,0,221,3774,17.076923076923077,0.2066162040930754,3.528369023743288,0.041865394806571275,0.0196078431372549,0.003444621091679915,0.016163222045574986,3774,0.0196078431372549,0.003444621091679915,0.016163222045574986,3774,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.000794912559618442,0.00026497085320614734,0.0005299417064122947,0.0,0.0,0.0,0.00026497085320614734,0.0,0.00026497085320614734,0.0,0.0,0.0021197668256491787,0.0005299417064122947,0.0005299417064122947,0.0,0,0,0,-0.016163222045574986,0.0,0.01695813460519343,0.0021197668256491787,-0.016693163751987282,0.0023847376788553275,2025-12-11,0.00412973756702598,,0.0,0.014098353262061996,8.710656001068018e-05,,0.0,0.016119668765569646,-0.009169638308711156,,0.0,0.004584819154355578,-0.002797202797202797,,0.0,0.0013986013986013986,0.0005299417064122947,,0.0,0.00026497085320614734,-0.00017439832577607255,,0.0,8.719916288803627e-05,-8.382579834599775e-05,,0.0,0.0003068837523791462,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0021197668256491787,,0.0,0.0010598834128245894,-0.0001676515966919955,,0.0,0.0006137675047582924,0.0,,0.0,0.0,0.0045758534750922775,,0.0,0.014670207867647292,0.0019453684998731063,,0.0,0.0011470825757126256,-0.015461528783538202,,0.0,-0.008962399360218181,-0.008940306808572817,,0.0,0.006854891083141736
1stdibs\2025\Q1\DIBS_2025-12-11_Q1,1stdibs\2025\Q1\DIBS_2025-12-11_Q1.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1stdibs\2025\Q1\DIBS_2025-12-11_Q1.txt,1stdibs,1Stdibs,DIBS,DIBS,2025-12-11,2025,Q1,DIBS_2025-12-11_Q1.txt,0,236,3705,15.69915254237288,0.1816372939169983,2.851551584586774,0.03643724696356275,0.015654520917678813,0.0035087719298245615,0.012145748987854251,3705,0.015654520917678813,0.0035087719298245615,0.012145748987854251,3705,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0010796221322537112,0.0,0.0010796221322537112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010796221322537112,0.001349527665317139,0.001349527665317139,0.0005398110661268556,0,0,0,-0.012145748987854251,0.0,0.012685560053981106,0.0010796221322537112,-0.01349527665317139,0.00026990553306342584,2025-12-11,-0.004017473057720735,,0.0,0.013447485170659414,-0.004017473057720735,,0.0,0.014795028839664515,0.0,,0.0,0.003056546102903719,0.0,,0.0,0.0009324009324009324,0.0005496804258414165,,0.0,0.0005365212795553352,0.0,,0.0,5.813277525869085e-05,-0.00026497085320614734,,0.0,0.00020458916825276415,0.0,,0.0,0.0,0.0,,0.0,0.0,-0.0010401446933954676,,0.0,0.00106646298596763,0.0008195859589048443,,0.0,0.0008590208916112413,0.0005398110661268556,,0.0,0.0001799370220422852,-0.0042725745512123235,,0.0,0.01400865859642523,-0.0010401446933954676,,0.0,0.0011245957612263208,0.003197887098815891,,0.0,-0.010473358457869252,-0.0021148321457919016,,0.0,0.004659895899782299
1stdibs\2025\Q2\DIBS_2025-12-11_Q2,1stdibs\2025\Q2\DIBS_2025-12-11_Q2.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1stdibs\2025\Q2\DIBS_2025-12-11_Q2.txt,1stdibs,1Stdibs,DIBS,DIBS,2025-12-11,2025,Q2,DIBS_2025-12-11_Q2.txt,0,173,2916,16.85549132947977,0.2416636787378989,4.073360041616839,0.03155006858710562,0.018518518518518517,0.005829903978052126,0.012688614540466393,2916,0.018518518518518517,0.005829903978052126,0.012688614540466393,2916,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0006858710562414266,0.0,0.0006858710562414266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0006858710562414266,0.0024005486968449933,0.00102880658436214,0,0,0,-0.012688614540466393,0.0,0.012345679012345678,0.0030864197530864196,-0.013374485596707819,0.002057613168724279,2025-12-11,0.0005428655526121418,,-0.33565271034631666,0.01325776751311116,0.0005428655526121418,,-0.8487121233857275,0.014268425264864984,0.0,,-0.5773502691896257,0.002292409577177789,0.0,,-0.5773502691896257,0.0006993006993006993,-0.0003937510760122846,,0.28931444718696153,0.0005738587237268581,0.0,,-0.5773502691896258,4.359958144401814e-05,0.0,,-0.981853232765239,0.0001534418761895731,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0020067976208327084,,1.3152347911133795,0.0015714521777473274,-0.0006636566090757124,,-0.4119841885785607,0.0008157334327687876,0.0004889955182352844,,1.4855169175390885,0.0003921544126222489,-0.00033988104163542796,,-0.640466527962627,0.013592913700405343,0.0020067976208327084,,1.3457187785150775,0.0016150517591913454,0.00012079105646357197,,-0.3683909346042469,-0.011198640242578894,0.0017877076356608533,,-0.4539126910882518,0.004009325217017794
1stdibs\2025\Q3\DIBS_2025-12-11_Q3,1stdibs\2025\Q3\DIBS_2025-12-11_Q3.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1stdibs\2025\Q3\DIBS_2025-12-11_Q3.txt,1stdibs,1Stdibs,DIBS,DIBS,2025-12-11,2025,Q3,DIBS_2025-12-11_Q3.txt,0,52,971,18.673076923076923,0.25914315569487983,4.839000080379391,0.009268795056642637,0.025746652935118436,0.003089598352214212,0.02265705458290422,971,0.025746652935118436,0.003089598352214212,0.02265705458290422,971,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020597322348094747,0.0,0.0020597322348094747,0.0,0.0,0.008238928939237899,0.0010298661174047373,0.0010298661174047373,0.0,0,0,0,-0.02265705458290422,0.0,0.024716786817713696,0.008238928939237899,-0.023686920700308957,0.009268795056642638,2025-12-11,0.009968440042437828,0.010623570104355214,1.8547750224340194,0.015913660039199962,0.009968440042437828,0.006580939097339915,1.7915840358118404,0.015913660039199962,0.0,-0.009169638308711156,-0.5,0.0,0.0,-0.002797202797202797,-0.5,0.0,-0.0006858710562414266,0.0,-1.105007615104189,0.0005738587237268581,0.0,-0.00017439832577607255,-0.5,0.0,0.0020597322348094747,0.0017109355832573296,1.9672202075483916,0.0005811757720039055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005152509186151479,0.008238928939237899,1.8656368291526533,0.003631184412556802,0.0003439950611633108,0.00033227281430044716,0.5813727497800226,0.0008988016363438994,-0.00102880658436214,0.0,-0.7574563809381085,0.0003921544126222489,0.012371107805368018,0.012334505687612544,1.862390974016829,0.01667654012230848,0.005152509186151479,0.008064530613461827,1.8762748996892435,0.003631184412556802,-0.010312435103601138,-0.022455285731859877,-1.3741194803725763,-0.01681246167554386,0.007211181887918359,-0.002056249430785506,0.9598381228336399,0.0034952628593214177
1stdibs\2025\Q4\DIBS_2026-02-27_Q4,1stdibs\2025\Q4\DIBS_2026-02-27_Q4.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1stdibs\2025\Q4\DIBS_2026-02-27_Q4.txt,1stdibs,1Stdibs,DIBS,DIBS,2026-02-27,2025,Q4,DIBS_2026-02-27_Q4.txt,0,155,2668,17.212903225806453,0.23282747603833867,4.007636813356695,0.046101949025487254,0.017616191904047975,0.0011244377811094452,0.01649175412293853,2668,0.017616191904047975,0.0011244377811094452,0.01649175412293853,2668,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003748125937031484,0.0,0.0003748125937031484,0.0003748125937031484,0.0,0.004497751124437781,0.0,0.0007496251874062968,0.0,0,0,0,-0.01649175412293853,0.0,0.01686656671664168,0.004122938530734632,-0.01649175412293853,0.004497751124437781,2026-02-27,-0.006165300459965689,0.00032853207736354556,0.3021170111559728,0.01599579305854085,-0.006165300459965689,0.00032853207736354556,0.13273205939638144,0.015995793058540847,0.0,0.0,-0.447213595499958,0.0,0.0,0.0,-0.447213595499958,0.0,0.0,-0.0005299417064122947,-0.9194970553034912,0.00044137329712378446,0.0,0.0,-0.4472135954999579,0.0,-0.0016849196411063262,0.00010984174049700107,-0.18761318871769872,0.0006086362071281557,0.0003748125937031484,0.0003748125937031484,2.2360679774997894,9.37031484257871e-05,0.0,0.0,0.0,0.0,-0.003741177814800118,0.002377984298788602,0.49590161865135235,0.004225680487253952,-0.0010298661174047373,-0.0005299417064122947,-1.7116069406977379,0.0007663162097408258,0.0,0.0,-0.6605966447224885,0.0003921544126222489,-0.007850220101072017,-9.156788855175027e-05,0.1995825190262294,0.01665364815017054,-0.004115990408503267,0.0020031717050854533,0.3769374580761066,0.004131977338828165,0.007195166577370425,0.0002014096290487502,-0.3467438744462714,-0.016762109268281675,-0.0047710439322048576,0.0021130134455824533,-0.11717840424898109,0.004023516220717031
5e-advanced\2026\UNKNOWN-QUARTER\FEAM_2026-02-17_UNKNOWN-QUARTER,5e-advanced\2026\UNKNOWN-QUARTER\FEAM_2026-02-17_UNKNOWN-QUARTER.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\5e-advanced\2026\UNKNOWN-QUARTER\FEAM_2026-02-17_UNKNOWN-QUARTER.txt,5e-advanced,5E Advanced,FEAM,FEAM,2026-02-17,2026,UNKNOWN-QUARTER,FEAM_2026-02-17_UNKNOWN-QUARTER.txt,0,30,513,17.1,0.31910569105691056,5.456707317073171,0.01364522417153996,0.007797270955165692,0.0,0.007797270955165692,513,0.007797270955165692,0.0,0.007797270955165692,513,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001949317738791423,0.0,0.001949317738791423,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.007797270955165692,0.0,0.009746588693957114,-0.005847953216374269,-0.007797270955165692,-0.003898635477582846,2026-02-17,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
1-800-flowers-com\2022\Q4\FLWS_2022-09-02_Q4,1-800-flowers-com\2022\Q4\FLWS_2022-09-02_Q4.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1-800-flowers-com\2022\Q4\FLWS_2022-09-02_Q4.txt,1-800-flowers-com,1 800 Flowers Com,FLWS,FLWS,2022-09-02,2022,Q4,FLWS_2022-09-02_Q4.txt,1,508,9506,18.712598425196852,0.1456469561422649,2.725433002142461,0.024405638544077426,0.009572901325478646,0.0029455081001472753,0.0066273932253313695,9506,0.01236226820747111,0.00429991937651169,0.00806234883095942,3721,0.007778738115816767,0.002074330164217805,0.005704407951598963,5785,0.008904109589041096,0.002054794520547945,0.00684931506849315,4380,0.0042796005706134095,0.0021398002853067048,0.0021398002853067048,1402,0.0,0.00010519671786240269,-0.00010519671786240269,0.00021039343572480537,0.00010519671786240269,0.00010519671786240269,0.0014727540500736377,0.0,0.0014727540500736377,0.0012623606143488324,0.00021039343572480537,0.001367557332211235,0.00042078687144961075,0.0014727540500736377,0.001051967178624027,0,0,0,-0.0012130337624662695,0.004709514783186446,0.006942983378918578,0.0,0.003075694149270566,0.010018677528189144,2022-09-02,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
1-800-flowers-com\2023\Q1\FLWS_2022-11-04_Q1,1-800-flowers-com\2023\Q1\FLWS_2022-11-04_Q1.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1-800-flowers-com\2023\Q1\FLWS_2022-11-04_Q1.txt,1-800-flowers-com,1 800 Flowers Com,FLWS,FLWS,2022-11-04,2023,Q1,FLWS_2022-11-04_Q1.txt,1,393,6582,16.748091603053435,0.14307955783901605,2.396309541212223,0.015800668489820723,0.008356122759039806,0.005165603160133698,0.0031905195989061076,6582,0.011836441893830704,0.00860832137733142,0.0032281205164992827,2788,0.005798629414865577,0.002635740643120717,0.0031628887717448603,3794,0.006085964244960061,0.002282236591860023,0.003803727653100038,2629,0.0051635111876075735,0.0034423407917383822,0.0017211703958691911,1162,0.0,0.0,0.0,0.00015192950470981463,0.0007596475235490732,-0.0006077180188392585,0.0007596475235490732,0.0,0.0007596475235490732,0.0022789425706472195,0.0,0.002582801580066849,0.0007596475235490732,0.00045578851412944393,0.00015192950470981463,0,0,0,0.0005756071366007551,0.0020825572572308465,0.003798237617745366,-0.0003038590094196288,0.0018985168702825284,0.005392895478608266,2022-11-04,-0.003436873626425262,,0.0,0.004908956412118738,-0.004834228314460137,,0.0,0.005645234673729351,-0.0030455874153931125,,0.0,0.005326521360796594,-0.00041862988943751366,,0.0,0.001930485340587948,0.00010519671786240269,,0.0,-5.2598358931201344e-05,-0.0007129147367016612,,0.0,-0.00025126065048842794,-0.0007131065265245644,,0.0,0.0011162007868113556,0.0010165819562983872,,0.0,0.001770651592498026,-0.00021039343572480537,,0.0,0.00010519671786240269,0.0012152442478556142,,0.0,0.001975179456139042,0.0003388606520994625,,0.0,0.000590217197499342,-0.0009000376739142124,,0.0,0.0006019483416669208,-0.0031447457611732117,,0.0,0.005370610498331972,-0.0003038590094196288,,0.0,-0.0001519295047098144,-0.0011771772789880375,,0.0,0.0024871055097765472,-0.004625782049580878,,0.0,0.007705786503398705
1-800-flowers-com\2023\Q2\FLWS_2023-02-02_Q2,1-800-flowers-com\2023\Q2\FLWS_2023-02-02_Q2.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1-800-flowers-com\2023\Q2\FLWS_2023-02-02_Q2.txt,1-800-flowers-com,1 800 Flowers Com,FLWS,FLWS,2023-02-02,2023,Q2,FLWS_2023-02-02_Q2.txt,1,380,6517,17.15,0.14211438474870017,2.437261698440208,0.015191038821543655,0.010894583397268683,0.003836120914531226,0.007058462482737456,6517,0.013349038084020416,0.006281900274833137,0.007067137809187279,2547,0.009319899244332493,0.0022670025188916876,0.007052896725440806,3970,0.00964095744680851,0.0019946808510638296,0.007646276595744681,3008,0.008412197686645636,0.0031545741324921135,0.005257623554153523,951,0.00015344483658124905,0.00015344483658124905,0.0,0.00015344483658124905,0.0010741138560687433,-0.0009206690194874942,0.0004603345097437471,0.0,0.0004603345097437471,0.0003068896731624981,0.0006137793463249962,0.0015344483658124904,0.0009206690194874942,0.0012275586926499924,0.00015344483658124905,0,0,0,0.0005791387865574016,0.0023886530415911577,0.007365352155899954,-0.0003068896731624981,0.002047122808661065,0.009105585291398521,2023-02-02,0.003867942883831348,,0.0,0.0056254584356583105,0.0038390172926879964,,0.0,0.0061192023855486605,0.0038425489426446428,,0.0,0.00609977310577929,0.003536453158284332,,0.0,0.0030395314117764734,0.0,,0.0,-3.50655726208009e-05,-0.0003129510006482357,,0.0,-0.0004743967734881167,-0.00029931301380532613,,0.0,0.0008975786944554861,-0.0019720528974847213,,0.0,0.0012827309527195167,0.0006137793463249962,,0.0,0.0002747242606832672,-0.0010483532142543587,,0.0,0.0018282690926968582,0.000161021495938421,,0.0,0.000700367804828726,1.515331871434415e-06,,0.0,0.00045244717330503024,0.003567114538154588,,0.0,0.006035524384187967,-3.030663742869318e-06,,0.0,-0.00020358289419404227,0.00014860593837853655,,0.0,0.0023404446094047195,0.003712689812790255,,0.0,0.008172386099398644
1-800-flowers-com\2023\Q3\FLWS_2023-05-11_Q3,1-800-flowers-com\2023\Q3\FLWS_2023-05-11_Q3.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1-800-flowers-com\2023\Q3\FLWS_2023-05-11_Q3.txt,1-800-flowers-com,1 800 Flowers Com,FLWS,FLWS,2023-05-11,2023,Q3,FLWS_2023-05-11_Q3.txt,1,365,5949,16.2986301369863,0.16019333678577594,2.6109319466810437,0.016977643301395194,0.00874096486804505,0.005379055303412338,0.0033619095646327114,5949,0.011253395421032208,0.009313154831199068,0.0019402405898331393,2577,0.006820877817319098,0.002372479240806643,0.004448398576512456,3372,0.007802340702210663,0.0017338534893801473,0.006068487212830516,2307,0.004721435316336166,0.003777148253068933,0.0009442870632672333,1059,0.0,0.0,0.0,0.00016809547823163558,0.0013447638258530846,-0.001176668347621449,0.0005042864346949068,0.0,0.0005042864346949068,0.0005042864346949068,0.0,0.0013447638258530846,0.0005042864346949068,0.001176668347621449,0.0006723819129265423,1,0,1,0.004128246622997377,0.0051242001495632825,0.003193814086401076,-0.0003361909564632712,0.008748160337865752,0.011605783467803558,2023-05-11,-0.0036965529181047442,,-0.9479469531620287,0.005059571217901911,-0.00512689721935414,,-1.2262680791312401,0.005074461936619781,-0.0015777893829141644,,-0.01636229705220899,0.006091951632542097,-0.004313336490886289,,-0.9581170410961461,0.002515720324649163,0.0,,0.5773502691896258,-2.6299179465600672e-05,-0.0002559993281339548,,-1.0966146935632048,-0.0006499646670214498,4.3951924951159637e-05,,-0.7277960108013232,0.0007992556295153411,0.00019739676153240866,,-0.7537883810524887,0.0010881198232133643,-0.0006137793463249962,,-0.8222423017842131,0.00020604319551245038,-0.00018968453995940582,,-0.7100692766845426,0.001707392775985915,-0.0004163825847925875,,-0.737502165238074,0.0006513474622952712,0.0005189370763452933,,0.4349047356998828,0.0005074308582104082,-0.004171538069498878,,-1.1535682010123627,0.005325096809741243,-2.930128330077311e-05,,-0.724576485729397,-0.00023673490976134953,0.006701037529204687,,1.7093882828519489,0.003942373541519978,0.0025001981764050368,,1.1279762676285041,0.009030735441499873
1-800-flowers-com\2023\Q4\FLWS_2023-08-31_Q4,1-800-flowers-com\2023\Q4\FLWS_2023-08-31_Q4.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1-800-flowers-com\2023\Q4\FLWS_2023-08-31_Q4.txt,1-800-flowers-com,1 800 Flowers Com,FLWS,FLWS,2023-08-31,2023,Q4,FLWS_2023-08-31_Q4.txt,1,369,6994,18.953929539295395,0.14830760095011877,2.8110118185504898,0.02730912210466114,0.009722619388046897,0.004718329997140406,0.0050042893909064915,6994,0.012654587287891862,0.00805291918320391,0.004601668104687949,3477,0.0068239977253340914,0.0014216661927779358,0.005402331532556156,3517,0.006460387623257395,0.0006800408024481469,0.005780346820809248,2941,0.008726003490401396,0.005235602094240838,0.0034904013961605585,573,0.0,0.0,0.0,0.00014297969688304262,0.0,0.00014297969688304262,0.0008578781812982557,0.0,0.0008578781812982557,0.001143837575064341,0.00028595939376608524,0.0020017157563625965,0.00042893909064912783,0.0018587360594795538,0.0010008578781812983,0,0,0,0.0011786787161212993,0.0022899454246486897,0.004861309694023448,0.0007148984844152131,0.0030396850501208613,0.008615893228559523,2023-08-31,0.00164237982627378,-0.001623103834424878,-0.027606979877532852,0.004653795259295691,0.00266142751485481,-0.0034606807262714707,-0.16488894758860015,0.004209291755051912,-0.000288140392021268,-0.001068968247683902,-0.19343841097594822,0.005824709570621121,0.0025461143328933252,0.0013506011108538538,0.513700606480234,0.002853370602362627,0.0,0.00010519671786240269,0.5,0.0,0.0013196480445044918,3.778297902063993e-05,1.1879400792288497,-0.0006405189222662899,0.0003535917466033489,-0.000614875868775382,0.12910290109917472,0.0006455366623214957,0.0006395511403694342,-0.0001185230392844914,0.0643094002235967,0.0010584890633922412,0.00028595939376608524,7.556595804127987e-05,0.28238952033307646,0.00022493468502277032,0.0006569519305095119,0.0006341584241513615,0.49916201789704207,0.0018659323820237551,-7.534734404577892e-05,8.152219199517084e-06,-0.8927175211702489,0.0006533855170951506,0.00032847596525475596,-5.1109300442728775e-05,1.005769295023488,0.0004946535330997261,0.0016674956076223723,-0.0020816736848951294,-0.22312400306138452,0.004804678388517461,0.0010510894408784842,0.0007148984844152131,1.9034486336804495,-5.8010288657546266e-05,-0.0057084752877448915,-3.600909914970455e-05,-0.28426761895019964,0.003933371266732552,-0.0029898902392440346,-0.0014027842996296204,-0.16199931551345698,0.008680039366592467
1-800-flowers-com\2024\Q1\FLWS_2023-11-03_Q1,1-800-flowers-com\2024\Q1\FLWS_2023-11-03_Q1.txt,C:\Users\rajaa\OneDrive\Desktop\GardDat\1-800-flowers-com\2024\Q1\FLWS_2023-11-03_Q1.txt,1-800-flowers-com,1 800 Flowers Com,FLWS,FLWS,2023-11-03,2024,Q1,FLWS_2023-11-03_Q1.txt,1,320,5583,17.446875,0.14629221732745962,2.552342029185022,0.017911517105498837,0.005015224789539674,0.003403188250044779,0.0016120365394948952,5583,0.007930513595166163,0.0056646525679758305,0.0022658610271903325,2648,0.002385008517887564,0.001362862010221465,0.0010221465076660989,2935,0.002579218865143699,0.001105379513633014,0.0014738393515106854,2714,0.0,0.004651162790697674,-0.004651162790697674,215,0.0,0.0,0.0,0.0007164606842199534,0.0,0.0007164606842199534,0.0003582303421099767,0.0,0.0003582303421099767,0.0,0.00017911517105498835,0.0021493820526598604,0.0008955758552749418,0.0008955758552749418,0.0005373455131649651,0,0,0,-0.0007920216756796472,0.00612500214220836,0.0014329213684399068,0.0026867275658248252,0.0044374046112537705,0.008557053545518502,2023-11-03,-0.0033922528514115963,-0.0015784830594112124,-1.4731838625610583,0.004259174494442889,-0.0023358070774976165,-0.0009622594893089502,-0.9725654332907729,0.003968726882724675,-0.004306507469298563,-0.0023298883015893525,-1.8379780648422526,0.005242237495223782,-0.008141564186858232,-0.006372333186566865,-1.9959532894821463,0.0012602873057209103,0.0,0.0,0.447213595499958,0.0,0.0005734809873369108,0.001324178703059212,1.5169754092560157,-0.00030947424650148677,-0.000499647839188279,-0.00040141718143909654,-1.0140368804838051,0.0005451823669617216,-0.001143837575064341,-0.0022789425706472195,-1.2152855542331666,0.0004887534207304365,-0.00010684422271109689,0.00017911517105498835,-0.1725075813001379,0.0002697134777865174,0.00014766629629726392,-0.00043341952740698873,0.7037618809890136,0.0017575775001720082,0.000466636764625814,0.00013592833172586857,1.1382106929483182,0.0006873676000266176,-0.00046351236501633315,0.0003854160084551505,-0.1595475908334376,0.0005910075352135136,-0.0034283883255835416,-0.002365316249305459,-1.525226097322308,0.004213349326191097,0.001971829081409612,0.002990586575244454,2.10492363209882,0.0006896363551535672,0.0013977195611329092,0.002538887740971242,0.24134260046437878,0.004568093201975362,-5.883968304102108e-05,0.0031641580669102363,-0.17357833947807247,0.009471078883320026
