source,period_year,period_quarter,period_label,bucket,bucket_slug,raw_score,z_score
central_bank,2024,3,2024-Q3,Inflation,inflation,-0.0023422107578395432,-0.07984585483769303
central_bank,2024,3,2024-Q3,Employment,employment,0.00022257485115791684,-0.12081876179361202
central_bank,2024,3,2024-Q3,Capex,capex,0.0005219558649251582,-2.1765991995038414
central_bank,2024,3,2024-Q3,AI,ai,0.0014556135525616947,2.2864182990943274
central_bank,2024,3,2024-Q3,Hawkish / Dovish,hawkish_dovish,0.26558733177515115,0.4154568905903436
central_bank,2024,4,2024-Q4,Demand,demand,0.0003175319414624593,0.4428444284240608
central_bank,2024,4,2024-Q4,Inflation,inflation,-0.002228046459980998,0.07418868659439556
central_bank,2024,4,2024-Q4,Employment,employment,0.00030484227191366383,0.26268871157339285
central_bank,2024,4,2024-Q4,Capex,capex,0.0008884228444917598,-0.38046560607198393
central_bank,2024,4,2024-Q4,AI,ai,0.0009689016932388058,1.2537094106127216
central_bank,2024,4,2024-Q4,Hawkish / Dovish,hawkish_dovish,0.12681978635459357,-0.1268293069154625
central_bank,2025,1,2025-Q1,Demand,demand,0.00030756930150996846,0.3809886539835624
central_bank,2025,1,2025-Q1,Inflation,inflation,-0.0021798306222380495,0.13924321411140772
central_bank,2025,1,2025-Q1,Employment,employment,0.0004204153974148984,0.8014579709343037
central_bank,2025,1,2025-Q1,Capex,capex,0.0009200034187400637,-0.2256824101225682
central_bank,2025,1,2025-Q1,AI,ai,0.0005309310338241319,0.32441996716066335
central_bank,2025,1,2025-Q1,Hawkish / Dovish,hawkish_dovish,0.30552836952757056,0.5715414665735306
central_bank,2025,2,2025-Q2,Demand,demand,0.0002653185259619943,0.11866316047034865
central_bank,2025,2,2025-Q2,Inflation,inflation,-0.0021622042860321026,0.1630252954235089
central_bank,2025,2,2025-Q2,Employment,employment,0.00022553846810969292,-0.107003216845658
central_bank,2025,2,2025-Q2,Capex,capex,0.0010117877709432098,0.22417246776688937
central_bank,2025,2,2025-Q2,AI,ai,0.0008817181793326366,1.0687227742377274
central_bank,2025,2,2025-Q2,Hawkish / Dovish,hawkish_dovish,0.11791794044845422,-0.16161660644283304
central_bank,2025,3,2025-Q3,Demand,demand,0.00022131998817127675,-0.1545137928545513
central_bank,2025,3,2025-Q3,Inflation,inflation,-0.0020533288647135487,0.3099238960421403
central_bank,2025,3,2025-Q3,Employment,employment,0.0002212966479150352,-0.12677738419387488
central_bank,2025,3,2025-Q3,Capex,capex,0.0007700978199523967,-0.9604020351880325
central_bank,2025,3,2025-Q3,AI,ai,0.0009894901859789597,1.2973942295583196
central_bank,2025,3,2025-Q3,Hawkish / Dovish,hawkish_dovish,0.10639647440054412,-0.20664105357762988
central_bank,2025,4,2025-Q4,Demand,demand,0.00023589309794192517,-0.0640326558096981
central_bank,2025,4,2025-Q4,Inflation,inflation,-0.00163377085668548,0.8760065206717709
central_bank,2025,4,2025-Q4,Employment,employment,0.0001393188688828825,-0.5089346296750791
central_bank,2025,4,2025-Q4,Capex,capex,0.0010418418646663435,0.37147405390190824
central_bank,2025,4,2025-Q4,AI,ai,0.0018206132051364282,3.06087731069725
central_bank,2025,4,2025-Q4,Hawkish / Dovish,hawkish_dovish,0.011382287324026293,-0.5779446034291145
central_bank,2026,1,2026-Q1,Demand,demand,0.0009456257160551612,4.342536380954572
central_bank,2026,1,2026-Q1,Inflation,inflation,-0.0037271173164278733,-1.9484111653585283
central_bank,2026,1,2026-Q1,Employment,employment,0.0001926040061633282,-0.2605343737935894
central_bank,2026,1,2026-Q1,Capex,capex,0.0006567197068101688,-1.5160925861225505
central_bank,2026,1,2026-Q1,AI,ai,0.000426940295045463,0.10377163447794711
central_bank,2026,1,2026-Q1,Hawkish / Dovish,hawkish_dovish,0.004629629629629631,-0.6043331444460706
