central_bank,region,period_year,period_quarter,year_quarter,sentence_count,token_count,avg_sentence_length,long_word_share,complexity_score,demand_net,pricing_net,supply_pressure_net,capex_net,inflation_net,gdp_growth_net,ai_net,unemployment_net,uncertainty_net,rates_net,financial_conditions_net,overall_net_tone,hawkish_dovish_net,demand_raw,demand_zscore,inflation_raw,inflation_zscore,employment_raw,employment_zscore,capex_raw,capex_zscore,ai_raw,ai_zscore,hawkish_dovish_raw,hawkish_dovish_zscore
ECB,Eurozone,2020,4,2020-Q4,125.74285714285715,2627.6285714285714,22.20999176184662,0.23801346164216006,5.32285366331724,-0.0001779182535505564,1.876753057091505e-05,-0.00021684485630325226,0.0012896908261867308,-0.0029378463195071304,2.278869241761988e-05,3.337530985133483e-05,-3.305767150128866e-05,-0.0010731566132519915,0.00041757020085712,0.00018781738798757396,-0.0005903335697573928,-0.2671215986394558,-7.756478056646825e-05,-1.3231436001760106,-0.001045307881746489,1.4640640251099388,-3.305767150128866e-05,-1.4195755164129702,0.0012896908261867308,0.6330496924065747,3.337530985133483e-05,-0.410279394755861,-0.2671215986394558,-1.8880256707277827
ECB,Eurozone,2021,1,2021-Q1,103.4,2171.7,23.326931053091432,0.2366852340747938,5.6395882165652855,-7.023222819487431e-05,0.00010976430528243102,-0.0004929365692519478,0.0011429334842048059,-0.004580881388026406,0.0003520607788682139,7.668862963751554e-05,2.2074923720418707e-05,-0.0010698233130276256,0.00043038840649046404,0.00025993365258045436,0.00102200056372064,0.09859075482266272,0.00014091427533666982,-0.3538485140982686,-0.0016546845506653076,0.847806337268093,2.2074923720418707e-05,-1.145821522849052,0.0011429334842048059,0.30535322816774524,7.668862963751554e-05,-0.3355259537191992,0.09859075482266272,-0.5924422208326526
ECB,Eurozone,2021,2,2021-Q2,132.20833333333334,2551.9166666666665,20.703181667481598,0.23369174730604594,4.890832833749573,-8.186849360328982e-05,-1.051711447626276e-05,-0.0003304352023646841,0.0007741237265583563,-0.004418638074400721,0.00043103098023253034,0.0,1.0859683471037394e-05,-0.0005525955086488136,0.000846877862363596,4.019544398143819e-05,0.001984798748479511,0.0812572337962963,0.00017458124331462026,-0.20448304522407187,-0.0015865301304138892,0.9167303502514912,1.0859683471037394e-05,-1.2015093930590524,0.0007741237265583563,-0.5181670940550863,0.0,-0.467881057924799,0.0812572337962963,-0.6538484674567381
ECB,Eurozone,2021,3,2021-Q3,89.42857142857143,2108.3571428571427,23.96478652393645,0.2277949573031905,5.528646921312321,2.6206994060661276e-05,-5.345957596189685e-05,-0.0007382708602374767,0.0007389028285775259,-0.012799940847182945,0.00021547040410210597,1.6281871763977987e-05,0.00011741566757300981,-0.0003314250374691647,0.000588723722941967,0.0,0.0014525772421644287,0.5516631652661065,0.00012083869908138363,-0.4429149801445841,-0.004530557094460773,-2.0605402646976363,0.00011741566757300981,-0.6724190052631384,0.0007389028285775259,-0.5968123160233076,1.6281871763977987e-05,-0.43978055796581533,0.5516631652661065,1.0126255626799476
ECB,Eurozone,2021,4,2021-Q4,74.71428571428571,1852.4285714285713,25.175013290582857,0.2296932788070381,5.814196140785772,1.2846865364850977e-05,6.805943145839201e-05,-0.001519920698467975,0.0008855119734980934,-0.008310769117561618,0.00021297197082600244,4.236570072869006e-05,0.0001322937582826469,-0.0007716369663379404,0.00048017314013155694,2.495757212738345e-05,-0.00027210988831654487,0.4479432397959184,0.0001129094180954267,-0.4780936981413572,-0.0032542101281904,-0.7697809192286353,0.0001322937582826469,-0.5985437100409439,0.0008855119734980934,-0.2694467630176851,4.236570072869006e-05,-0.39476309035655377,0.4479432397959184,0.6451842728481803
ECB,Eurozone,2022,1,2022-Q1,114.5,2720.7,24.226077027092877,0.21805908549989844,5.315971670834463,1.2830382345393892e-05,0.00013010896382867343,-0.000977418836825926,0.00039846643366357623,-0.006325231063254598,0.00011463994610245903,0.0,0.00014346803925568817,-0.0013283102669161158,-3.897383379248182e-05,0.0,-0.0008544187539544195,0.5,6.373516422392646e-05,-0.6962581461803327,-0.002390846978750617,0.10333123845473578,0.00014346803925568817,-0.5430592179854905,0.00039846643366357623,-1.3569773708336836,0.0,-0.467881057924799,0.5,0.8296020983252013
ECB,Eurozone,2022,2,2022-Q2,143.09375,2841.1875,21.12792217126861,0.22216879306715018,4.731957358268326,2.123735697783051e-05,0.00028925618646907856,-0.0009575352132309916,0.0006084236487547149,-0.007147306170817032,0.0004006015009088246,3.718585063892269e-05,0.00023456699698715957,-0.001534168805614747,-0.00018251114263255833,2.25606926506731e-05,-0.0004546794541966879,0.22411503427128426,0.00021091942894332756,-0.04326656329958682,-0.0026051950658596487,-0.11343724529686668,0.00023456699698715957,-0.09071875789625196,0.0006084236487547149,-0.888161050657543,3.718585063892269e-05,-0.40370287193357607,0.22411503427128426,-0.14775617871761412
ECB,Eurozone,2022,3,2022-Q3,108.1,2066.7,21.73652941909277,0.22367363013316438,4.883817923405155,3.3889303111200677e-05,2.5538078085524292e-05,-0.0008818359755055153,0.00029941855964380637,-0.012839062759921211,0.00019383517937598035,3.840134882804063e-05,4.501522922548263e-05,-0.0009752774239707166,4.103705374276647e-05,-2.8169014084507043e-05,-0.001228714577388315,0.5005605449537675,0.00011386224124359051,-0.4738664426197764,-0.004565120219113734,-2.095493672613654,4.501522922548263e-05,-1.0319143102403672,0.00029941855964380637,-1.5781427153971548,3.840134882804063e-05,-0.4016050721653074,0.5005605449537675,0.8315879015340573
ECB,Eurozone,2022,4,2022-Q4,160.6551724137931,3292.137931034483,22.47319440709192,0.2287432783922542,5.186704032104209,-7.148167209927374e-06,0.0001650583478939571,-0.0007542805060751675,0.0016639872964553362,-0.009108560919375706,0.0001481320144481131,0.0,0.00016905484287342524,-0.001135458031262347,-0.00044893510971053354,-7.161239640843531e-05,-0.002340562241242462,0.4233653554454444,7.049192361909287e-05,-0.6662813886716037,-0.0032325943591856384,-0.7479210671745152,0.00016905484287342524,-0.4160111505995142,0.0016639872964553362,1.4688213698413073,0.0,-0.467881057924799,0.4233653554454444,0.5581139294581833
ECB,Eurozone,2023,1,2023-Q1,169.47619047619048,3321.095238095238,20.11100008513721,0.22363468577507314,4.523651958317862,-1.0974032566204249e-05,0.0002090992846395505,-0.0007706386363756359,0.0007351550596788399,-0.009458665992940022,0.0006763793326061893,0.00048094355765686866,0.00031170091735919364,-0.0014751940937398008,-0.0006834564842128014,0.0,0.0007787368767155361,0.7277083333333333,0.0003327026500199925,0.49703180657557877,-0.0033400684482253686,-0.8566087426184141,0.00031170091735919364,0.29228005897735837,0.0007351550596788399,-0.6051807601522214,0.00048094355765686866,0.3621681291785135,0.7277083333333333,1.636288405957488
ECB,Eurozone,2023,2,2023-Q2,123.77142857142857,2365.6,19.865193352510442,0.22220081379577658,4.420513097957665,-9.163480289112846e-06,0.00032295410906954904,-0.0005903458653995682,0.0008067807796577852,-0.007077257682667283,0.00029583533931312885,7.4911978425350215e-06,0.00024963191172424455,-0.0012515216158618875,-0.0011781958728580043,-6.27105490602588e-05,0.001144371668496066,0.6652048131080389,0.000143335929512008,-0.34310470397591253,-0.002448216479665767,0.04531392701198159,0.00024963191172424455,-0.015915811374460798,0.0008067807796577852,-0.44524671618083594,7.4911978425350215e-06,-0.4549521755629677,0.6652048131080389,1.4148615780216227
ECB,Eurozone,2023,3,2023-Q3,134.72222222222223,2629.0555555555557,20.060620092922626,0.2195303931241448,4.453304330414525,-7.608063677596703e-05,0.0005529627341270446,-0.0003659572547687494,0.0010064123366536728,-0.011233061757102362,0.0010966824143365363,1.3303533418475946e-05,0.000243374898850576,-0.0012110097863428971,-0.0017383933226458037,1.753218133551055e-05,0.002231676173526442,0.6883487654320988,0.0005103008887802846,1.2849567608226014,-0.0036820187592480225,-1.202420321524948,0.000243374898850576,-0.04698422480683258,0.0010064123366536728,0.0005133016457464721,1.3303533418475946e-05,-0.4449208021446684,0.6883487654320988,1.4968520312079951
ECB,Eurozone,2023,4,2023-Q4,96.17391304347827,1985.5217391304348,20.640021609683114,0.21432461214195353,4.45372282082078,7.912157160369384e-06,0.0001905118229529327,-0.000321590142689779,0.001162676051301201,-0.00712945755213735,0.0009903984648672222,4.879068533381149e-05,0.00020734400664866205,-0.00125201877043453,-0.0012919979240630674,-6.409918561302996e-05,0.0001590077211979117,0.4050753751677497,0.0004991553110137958,1.235508754395182,-0.0024201786239580656,0.07366838331423517,0.00020734400664866205,-0.22589110543307564,0.001162676051301201,0.3494366746591879,4.879068533381149e-05,-0.38367436037207353,0.4050753751677497,0.4933193018707833
ECB,,2024,1,2024-Q1,107.33333333333333,2392.133333333333,22.469002264548987,0.22991815007304825,5.164410447927721,9.328178793299094e-06,0.0002785247368267622,-0.00056055992852591,0.0018739453014752039,-0.007447305126758967,-0.00010008711345549223,0.0002260949827653469,0.0006615099716800056,-0.0013788488836375251,-0.0008733221431493285,1.75530981218185e-05,0.001548084860185557,0.38967503987240826,-4.5379467331096564e-05,-1.180351579064615,-0.0025764467728193715,-0.0843643294764527,0.0006615099716800056,2.0292130877972236,0.0018739453014752039,1.9376394538600472,0.0002260949827653469,-0.0776690389368919,0.38967503987240826,0.438761616458751
ECB,Eurozone,2024,1,2024-Q1,157.33333333333334,3048.5,20.572665373569183,0.23445106498038892,4.8460428539517215,-1.8189280898145332e-05,0.0002516025395812588,-0.0006420502536061422,0.0016152632779096664,-0.007195599644335686,0.0004444831732830537,0.00014670294173949158,0.0004384916050062276,-0.0009318342221992814,-0.0009901931175590774,1.726357805872871e-05,0.0017799948108403827,0.3278091955336419,0.0002131469461924542,-0.03338405298386533,-0.0025286824527868566,-0.03606065963493972,0.0004384916050062276,0.9218433318563525,0.0016152632779096664,1.3600248463740887,0.00014670294173949158,-0.21468989734498015,0.3278091955336419,0.21959383806595353
ECB,,2024,2,2024-Q2,113.92,2615.32,23.329120500757746,0.23105889595797383,5.406468004976151,-4.7008348545929565e-06,0.0002122989202370617,-0.0006084523701464957,0.0010657838930780196,-0.007936777587286784,0.00022498990099717884,0.00020005083567710538,0.0005895284632006834,-0.0009974874561334028,-0.000998129643076066,5.258200205459746e-06,0.0010420214912975326,0.4568775252525253,0.00011014453307129294,-0.49036027196182885,-0.002777643679065406,-0.28783313057791376,0.0005895284632006834,1.6717979265894498,0.0010657838930780196,0.13308485720724506,0.00020005083567710538,-0.12261802052781981,0.4568775252525253,0.6768351379738442
ECB,Eurozone,2024,2,2024-Q2,182.6206896551724,3470.137931034483,20.20372502901551,0.23471211009363177,4.761352471841095,-4.463315017459821e-06,0.00015263977284006434,-0.00046023182250758273,0.0008649544817545892,-0.008050470586544572,0.0005669168941499321,6.93864118437627e-05,0.0004913683887054288,-0.0005688020180207008,-0.0015553903205601264,-7.593544650698976e-06,0.00189871184110562,0.5477553834878071,0.00028122678956623616,0.2686561465692003,-0.002786020878737364,-0.29630492473043635,0.0004913683887054288,1.1843963759541654,0.0008649544817545892,-0.3153498658334541,6.93864118437627e-05,-0.3481286798546437,0.5477553834878071,0.9987817388390587
ECB,,2024,3,2024-Q3,97.07692307692308,2173.153846153846,22.133191123575287,0.22432215423781618,5.020731946082696,-1.2827478207643187e-05,7.405944504789177e-05,-0.00038162511260522025,0.0006346760435568823,-0.005949831250443203,0.0002666804952202875,0.003162791146392216,0.00035994971504891773,-0.0008368860399971376,-0.0006860945428044421,0.0,0.0003524611264879404,0.13038422962135168,0.00012692650850632217,-0.41590605823132376,-0.002085798972666844,0.41182381537516116,0.00035994971504891773,0.5318534184229701,0.0006346760435568823,-0.8295417213736176,0.003162791146392216,4.9907058765391925,0.13038422962135168,-0.47980971232181824
ECB,Eurozone,2024,3,2024-Q3,155.6,2957.6,19.033010426641685,0.23182938984231896,4.412851612211073,-2.41054206391128e-05,0.0001714488054494975,-0.00019789025266172855,0.0006305491967838828,-0.006910802771465695,0.0008603462197360402,0.0009844254189251805,0.0003668964837526692,-0.0011196263754525817,-0.0012207995615993335,-8.87705281846427e-06,8.853914212141417e-05,0.4011839227171464,0.0004181203995484637,0.8759926389515361,-0.002312414739559309,0.18264912645666923,0.0003668964837526692,0.566346728004523,0.0006305491967838828,-0.8387566136420666,0.0009844254189251805,1.2311156449807485,0.4011839227171464,0.4795333267913888
